article_id,title,source,url,publish_time,developer,tech_product,action_type,version_metric,date,event_complete_fields,extractor
ir_44,联想来酷 Air14 今日开售：酷睿 5 315 处理器、重 990g，晒单国补后 2999.15 元,IT之家,https://www.ithome.com/0/957/469.htm,2026-5-30,英特尔,Core5 315 12G 512G,发布,315 处理器,2026-05-30,5,OptimizedRegexExtractor
ir_45,郭明錤：苹果 iPhone 18 Pro / Max 可变光圈镜头成本高 50%，舜宇光学供应 40~50%,IT之家,https://www.ithome.com/0/957/398.htm,2026-5-30,苹果,iPhone 18,发布,50%,2026-05-30,5,OptimizedRegexExtractor
ir_46,宏碁宣布三款联发科 SoC 大屏平板电脑，至高搭载天玑 8300,IT之家,https://www.ithome.com/0/957/426.htm,2026-5-30,联发科,三款联发科,发布,8300 芯片,2026-05-30,5,OptimizedRegexExtractor
ir_47,非 Win12：微软下周将升级 Win11，携手英伟达开启 PC 新时代,IT之家,https://www.ithome.com/0/957/411.htm,2026-5-30,微软,Win11,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_48,微软发布 Win11 多个预览频道新版：改进开始菜单等,IT之家,https://www.ithome.com/0/957/396.htm,2026-5-30,微软,Win11,发布,26220.8544,2026-05-30,5,OptimizedRegexExtractor
ir_49,全新梅赛德斯,IT之家,https://www.ithome.com/0/957/533.htm,2026-5-30,,动力系统,发布,122.1,2026-05-30,4,OptimizedRegexExtractor
ir_50,广州南站：因贵广客专设备故障影响临时停运列车免费退改签,IT之家,https://www.ithome.com/0/957/613.htm,2026-5-30,,官方...,发布,2976 次,2026-05-30,4,OptimizedRegexExtractor
ir_51,消息称京东考虑收购英国老牌零售平台 The Very Group，潜在交易规模达 20 亿英镑,IT之家,https://www.ithome.com/0/954/440.htm,2026-5-23,京东,消息称京东考虑收购英国老牌零售平台,发布,182.74,2026-05-23,5,OptimizedRegexExtractor
ir_52,"宏碁扩充 ""Panther Lake"" 笔电家族，提供 18"" 大屏、0.96kg 超轻等机型",IT之家,https://www.ithome.com/0/957/402.htm,2026-5-30,英特尔,Panther Lake,发布,0.96,2026-05-30,5,OptimizedRegexExtractor
ir_53,消息称小米 6 月 18 日在印度发布 REDMI Turbo 5/REDMI 17 5G 手机,IT之家,https://www.ithome.com/0/955/302.htm,2026-5-26,小米,REDMI Turbo 5/REDMI 17 5G,发布,6.59,2026-05-26,5,OptimizedRegexExtractor
ir_54,975g还能不烫手？联想YOGA Air 14 Ultra，真办公散热好不烫手的笔记本,IT之家,https://www.ithome.com/0/957/066.htm,2026-5-29,英特尔,Air 14,优化,13.9,2026-05-29,5,OptimizedRegexExtractor
ir_55,Pearl Abyss 听劝了：《红色沙漠》1.09 更新补丁新增手柄重映射功能,IT之家,https://www.ithome.com/0/957/674.htm,2026-5-30,,操作系统,发布,1.09,2026-05-30,4,OptimizedRegexExtractor
ir_56,抢攻亚太地区企业级 AI 市场，OpenAI 与日本云服务商 Data Section 达成战略合作,IT之家,https://www.ithome.com/0/957/550.htm,2026-5-30,OpenAI,与日本云服务,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_57,双排铜管 + 美芝压缩机 1401 元：TCL 真省电 Pro 二代 1.5 匹空调 618 新低,IT之家,https://www.ithome.com/0/957/354.htm,2026-5-29,京东,APF 5.60,升级,1.5,2026-05-29,5,OptimizedRegexExtractor
ir_58,OPPO 就母亲节文案事件发布问责通告，中国区业务负责人段要辉职级直降两级,IT之家,https://www.ithome.com/0/948/677.htm,2026-5-11,OPPO,属于 OPPO 历史上罕见严厉的处罚力度,发布,,2026-05-11,4,OptimizedRegexExtractor
ir_59,"宏碁推出多款 ""Wildcat Lake"" 家用 / 商用笔记本电脑",IT之家,https://www.ithome.com/0/957/397.htm,2026-5-30,英特尔,Wildcat Lake,发布,100%,2026-05-30,5,OptimizedRegexExtractor
ir_60,限时加赠双月卡：百度网盘 SVIP 超级会员 14 月卡 189 元年内新低,IT之家,https://www.ithome.com/0/955/699.htm,2026-5-27,百度,购买前需在百度网盘开启手机,,13.5,2026-05-27,4,OptimizedRegexExtractor
ir_61,安卓版 8.0.74 最新官方内测版下载发布,IT之家,https://www.ithome.com/0/957/380.htm,2026-5-29,,本文由机器人,发布,8.0.74,2026-05-29,4,OptimizedRegexExtractor
ir_62,认购需求强劲，消息称霍尼韦尔旗下量子计算公司 Quantinuum 拟扩大 IPO 规模,IT之家,https://www.ithome.com/0/957/436.htm,2026-5-30,,应用框架等全栈量子计算平台,,10%,2026-05-30,3,OptimizedRegexExtractor
ir_63,刘强东最新内部讲话：京东必须想尽一切办法保住兄弟们的饭碗,IT之家,https://www.ithome.com/0/956/125.htm,2026-5-27,京东,京东将建成最大物理世界运营商,上线,,2026-05-27,4,OptimizedRegexExtractor
ir_64,4399 → 2808 元：荣耀 WIN 官方 88VIP 直降，骁龙 8E5 + 10000 mAh+ 内置散热,IT之家,https://www.ithome.com/0/957/482.htm,2026-5-30,荣耀,至尊版处理器,发布,512GB,2026-05-30,5,OptimizedRegexExtractor
ir_65,验证载人登月系统交会对接能力，美国 NASA 将于 6 月 9 日公布“阿尔忒弥斯 3 号”任务乘组名单,IT之家,https://www.ithome.com/0/957/801.htm,2026-5-31,,验证载人登月系统,,,2026-05-31,2,OptimizedRegexExtractor
ir_66,苹果 iPhone 18 机模曝光：4 种颜色，主打樱桃色,IT之家,https://www.ithome.com/0/957/401.htm,2026-5-30,苹果,iPhone 18,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_67,鸿蒙版 App 获 8.0.18.33 尝鲜升级，折叠屏 / 平板分栏显示功能上线,IT之家,https://www.ithome.com/0/957/237.htm,2026-5-29,华为,今日在华为应用,发布,8.0.18.33,2026-05-29,5,OptimizedRegexExtractor
ir_68,Meta 等四大社交平台就青少年心理健康诉讼与美国一学区和解，同意支付 2700 万美元,IT之家,https://www.ithome.com/0/957/688.htm,2026-5-30,Meta,等四大社交平台,,1.83,2026-05-30,4,OptimizedRegexExtractor
ir_69,Linux 应用商店 Flathub 将禁止新提交应用使用 AI 生成代码，维护者直言“我受够了”,IT之家,https://www.ithome.com/0/957/479.htm,2026-5-30,,将禁止新提交应用,开源,,2026-05-30,3,OptimizedRegexExtractor
ir_70,美国一男子向诈骗分子出售 700 万名老人数据，被判十年以上监禁,IT之家,https://www.ithome.com/0/957/351.htm,2026-5-29,,在电汇服务平台,,3531.8,2026-05-29,3,OptimizedRegexExtractor
ir_71,驰为 CoreBook Air 笔记本发布：酷睿 Ultra 5 226V 处理器、14 寸 2.8K 90Hz 屏幕,IT之家,https://www.ithome.com/0/957/789.htm,2026-5-31,英特尔,Ultra 5,发布,2.8,2026-05-31,5,OptimizedRegexExtractor
ir_72,畅享 90 系列新成员？两款华为新机入网，电池容量 6100mAh、8500mAh,IT之家,https://www.ithome.com/0/957/435.htm,2026-5-30,华为,处理器太弱了,发布,150W,2026-05-30,5,OptimizedRegexExtractor
ir_73,通用汽车推出全新悍马 X 概念车：硬派气质依旧，只秀肌肉不量产,IT之家,https://www.ithome.com/0/957/515.htm,2026-5-30,通用汽车,高度可重构的中型纯电汽车,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_74,先抢京东 618 数码 5 折券，20:00 说不定就有啥好东西：酷态科 30W 快充头 18.9 元探底,IT之家,https://www.ithome.com/0/957/608.htm,2026-5-30,华为,CUKTECH 30W,,30W,2026-05-30,4,OptimizedRegexExtractor
ir_75,宁德时代：巧克力换电累计落站 1650 座，今年预计突破 3000 座,IT之家,https://www.ithome.com/0/957/509.htm,2026-5-30,,11 纵 9 横,发布,,2026-05-30,3,OptimizedRegexExtractor
ir_76,七彩虹将星 X16 Pro 游戏本新增酷睿 i5,IT之家,https://www.ithome.com/0/957/502.htm,2026-5-30,英特尔,i5-14450HX 16G 512G RTX5070,适配,16GB,2026-05-30,5,OptimizedRegexExtractor
ir_77,不依赖新光刻工艺！麒麟 2027、昇腾 990 芯片在路上，华为何庭波“韬定律”论文要点大揭秘,IT之家,https://www.ithome.com/0/954/778.htm,2026-5-25,华为,在今日的国际电路与系统,发布,990 芯片,2026-05-25,5,OptimizedRegexExtractor
ir_78,含“河南蒜薹滞销弃收”“Wi,IT之家,https://www.ithome.com/0/957/475.htm,2026-5-30,,自今年 5 月起,发布,,2026-05-30,3,OptimizedRegexExtractor
ir_79,比亚迪方程豹个性轿车“方程 S GT”官图发布，S 系列新车第三季度上市,IT之家,https://www.ithome.com/0/957/737.htm,2026-5-31,比亚迪,方程 S GT,发布,,2026-05-31,4,OptimizedRegexExtractor
ir_80,天涯社区上线“天涯重启者数字徽章”，持有者将能参与制定、修改社区规则,IT之家,https://www.ithome.com/0/957/694.htm,2026-5-30,天涯社区,天涯社区重启在即,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_81,为避《GTA6》锋芒，《神鬼寓言》宣布跳票至 2027 年一季度,IT之家,https://www.ithome.com/0/957/424.htm,2026-5-30,,GTA6,发布,,2026-05-30,3,OptimizedRegexExtractor
ir_82,乘联分会崔东树：2026 年 1,IT之家,https://www.ithome.com/0/957/758.htm,2026-5-31,,成为拉动行业增长的核心引擎,发布,增长 51%,2026-05-31,4,OptimizedRegexExtractor
ir_83,外卖新规明起实施，美团将支持全量商家自主设置“有 / 无堂食”等标识,IT之家,https://www.ithome.com/0/957/800.htm,2026-5-31,美团,记者搜索,发布,,2026-05-31,4,OptimizedRegexExtractor
ir_84,消息称育碧《雷曼：传奇》重制版游戏 10 月 1 日发售，有望与《宇宙机器人》《光与影：33 号远征队》联动,IT之家,https://www.ithome.com/0/957/451.htm,2026-5-30,,宇宙机器人,发布,39.99,2026-05-30,4,OptimizedRegexExtractor
ir_85,英伟达推出 LocateAnything，主打 AI 高速、高精度检测对象,IT之家,https://www.ithome.com/0/957/446.htm,2026-5-30,NVIDIA,LocateAnything,发布,H100 GPU,2026-05-30,5,OptimizedRegexExtractor
ir_86,人像摄影教学书籍惊现多张疑似 AI 合成“6 指照片”，出版社致歉称“将提供无条件退款服务”,IT之家,https://www.ithome.com/0/913/700.htm,2026-1-16,,6 指照片,,159 张,2026-01-16,3,OptimizedRegexExtractor
ir_87,苹果 M6 MacBook Pro 爆料：升级均热板设计、优化风扇散热,IT之家,https://www.ithome.com/0/955/161.htm,2026-5-26,苹果,伴随着芯片,发布,,2026-05-26,4,OptimizedRegexExtractor
ir_88,一汽大众 ID. AURA T6 登陆粤港澳车展，龙船特别版同步亮相,IT之家,https://www.ithome.com/0/957/382.htm,2026-5-29,大众集团,全新五座中型 SUV,发布,,2026-05-29,4,OptimizedRegexExtractor
ir_89,63g 轻量化模具：雷蛇炼狱蝰蛇 V3 专业版鼠标 1099 → 584 元双重补贴,IT之家,https://www.ithome.com/0/957/776.htm,2026-5-31,京东,FOCUS PRO 30K,优化,9.5,2026-05-31,5,OptimizedRegexExtractor
ir_90,韦布望远镜观测远古小红点星系，证实黑洞早于星系诞生,IT之家,https://www.ithome.com/0/957/739.htm,2026-5-31,,这是一项重大发现,,678.67,2026-05-31,3,OptimizedRegexExtractor
ir_91,2499 → 709 元破冰新低：添可 20000Pa 平躺洗地机 Stretch Max 探底清仓,IT之家,https://www.ithome.com/0/957/337.htm,2026-5-29,,88VIP 会员 + 154.88 元淘金币,适配,709.12,2026-05-29,4,OptimizedRegexExtractor
ir_92,中兴 G5 Pro 高性能版 5G 移动路由器 CPE 开售：双 2.5G 网口，2099 元,IT之家,https://www.ithome.com/0/956/290.htm,2026-5-28,京东,四核处理器,适配,2.5,2026-05-28,5,OptimizedRegexExtractor
ir_93,联合年卡 158 元：爱奇艺黄金会员 + 京东 PLUS 直降，赠 68 元美团券包,IT之家,https://www.ithome.com/0/957/558.htm,2026-5-30,京东,爱奇艺登录手机,适配,1 次,2026-05-30,5,OptimizedRegexExtractor
ir_94,中国空间站第十批科学实验样品返回并交付科学家，神二十一航天员乘组平安抵京,IT之家,https://www.ithome.com/0/957/412.htm,2026-5-30,,空间站应用,,3 次,2026-05-30,3,OptimizedRegexExtractor
ir_95,16+512G 版 3858 元：小米 15 Ultra 手机 12 期免息，赠 399 元影像套装,IT之家,https://www.ithome.com/0/957/492.htm,2026-5-30,小米,xxx 金币数,适配,16GB,2026-05-30,5,OptimizedRegexExtractor
ir_96,《女神异闻录 4：复兴版》等多款未公开游戏遭韩国评级泄露，Paradox 联手乐高打造《乐高：天际线》,IT之家,https://www.ithome.com/0/957/799.htm,2026-5-31,,女神异闻录 4,,,2026-05-31,2,OptimizedRegexExtractor
ir_97,国产高端轴功率仪打破进口依赖，首次批量进入大型 LNG 船核心供应链,IT之家,https://www.ithome.com/0/957/714.htm,2026-5-31,,轴是船舶动力系统,优化,17.5,2026-05-31,4,OptimizedRegexExtractor
ir_98,终于能听出无损与母带的区别了：松下 Technics AZ80 降噪耳机 2099 → 979 元新低,IT之家,https://www.ithome.com/0/957/745.htm,2026-5-31,京东,方便快速连接手机,适配,3 次,2026-05-31,5,OptimizedRegexExtractor
ir_99,中国首款：比亚迪自研 4nm 智驾芯片璇玑 A3 发布，支持 L3、L4 自动驾驶,IT之家,https://www.ithome.com/0/956/780.htm,2026-5-28,比亚迪,智驾芯片,发布,4nm,2026-05-28,5,OptimizedRegexExtractor
ir_100,华为上架 MEDELI C25 Mini 音乐键盘：适用于 MatePad Pro Max，“一台平板就是一支乐队”,IT之家,https://www.ithome.com/0/957/513.htm,2026-5-30,华为,华为自研专业软件 +1,发布,3 次,2026-05-30,5,OptimizedRegexExtractor
ir_101,球星亚马尔预热 Beats Studio Pro 2 耳机：全新设计，粉色配色,IT之家,https://www.ithome.com/0/957/728.htm,2026-5-31,苹果,Pro 2,发布,,2026-05-31,4,OptimizedRegexExtractor
ir_102,一汽悦意 08 开启预售：提供纯电与增程动力，10.49 万元起,IT之家,https://www.ithome.com/0/957/367.htm,2026-5-29,高通,FAW,,10.49,2026-05-29,4,OptimizedRegexExtractor
ir_103,澳大利亚一软件公司因转向 AI 裁掉数千名员工，CEO 收到暴力威胁,IT之家,https://www.ithome.com/0/957/579.htm,2026-5-30,,澳大利亚一软件,发布,,2026-05-30,3,OptimizedRegexExtractor
ir_104,OPPO Pad Air5 平板“星动白”配色开售：2099 元起，12.1 英寸 120Hz 屏幕、天玑 7300 Ultra 芯片,IT之家,https://www.ithome.com/0/957/013.htm,2026-5-29,OPPO,操作系统,适配,12.1,2026-05-29,5,OptimizedRegexExtractor
ir_105,腾讯搜狗输入法上线“跨设备复制粘贴”，图片、文本、链接都能传,IT之家,https://www.ithome.com/0/956/362.htm,2026-5-28,腾讯,腾讯搜狗输入法,上线,,2026-05-28,4,OptimizedRegexExtractor
ir_106,Hermes Agent 加入工具搜索，“AI 养马”更省 tokens,IT之家,https://www.ithome.com/0/957/478.htm,2026-5-30,,AI 养马,开源,5 台,2026-05-30,4,OptimizedRegexExtractor
ir_107,小米米家扫拖机器人 6 Pro 国补探新低：水箱版 2343 元、上下水版 2665 元,IT之家,https://www.ithome.com/0/957/691.htm,2026-5-30,小米,小米米家扫拖机器人,升级,15%,2026-05-30,5,OptimizedRegexExtractor
ir_108,小米米家首款枪灰色花洒开售：超大置物台 + 顶喷，999 元,IT之家,https://www.ithome.com/0/957/612.htm,2026-5-30,小米,采用,升级,,2026-05-30,4,OptimizedRegexExtractor
ir_109,小米米家无线吸尘器 4 Pro 开启预售：230AW 无损吸力，以旧换新 1219 元,IT之家,https://www.ithome.com/0/957/779.htm,2026-5-31,小米,这款吸尘器采用了双风道自集尘系统,发布,1498.55,2026-05-31,5,OptimizedRegexExtractor
ir_110,3888 → 2666 元：松下 V8 家庭版智能马桶家年内探底,IT之家,https://www.ithome.com/0/957/663.htm,2026-5-30,京东,,适配,3 次,2026-05-30,4,OptimizedRegexExtractor
ir_111,我国“南天门计划”最新进展曝光，央视公布多款空天装备细节,IT之家,https://www.ithome.com/0/957/751.htm,2026-5-31,,〈南天门计划〉上海 288 基地（科幻乐园）官宣启动,发布,,2026-05-31,3,OptimizedRegexExtractor
ir_112,十年来首次涨价：.org 域名批发价 6 月 1 日起上调,IT之家,https://www.ithome.com/0/957/786.htm,2026-5-31,,Porkbun,发布,9.93,2026-05-31,4,OptimizedRegexExtractor
ir_113,关于 macOS 27，该知道的我都为大家拿到了,IT之家,https://www.ithome.com/0/956/191.htm,2026-5-27,苹果,macOS 27,发布,,2026-05-27,4,OptimizedRegexExtractor
ir_114,人民日报专访华为何庭波：今年秋季的新麒麟手机芯片，性能等相比去年是“跳跃性”提升,IT之家,https://www.ithome.com/0/956/274.htm,2026-5-28,华为,今年秋季的新麒麟手机芯片,,65353535W,2026-05-28,4,OptimizedRegexExtractor
ir_115,英伟达黄仁勋谈 AI 应用、Token 消耗：浪费一点钱没关系，千万别浪费时间,IT之家,https://www.ithome.com/0/956/884.htm,2026-5-29,英伟达,你不会被 AI 取代,,,2026-05-29,3,OptimizedRegexExtractor
ir_116,软银豪掷 750 亿欧元，在法国建设 5 吉瓦 AI 数据中心,IT之家,https://www.ithome.com/0/957/698.htm,2026-5-31,OpenAI,OpenAI,发布,5921.39,2026-05-31,5,OptimizedRegexExtractor
ir_117,英特尔 ATX12VO V3 供电标准曝光，闲置效率提高 29%,IT之家,https://www.ithome.com/0/957/481.htm,2026-5-30,英特尔,为了让电源和系统,发布,29%,2026-05-30,5,OptimizedRegexExtractor
ir_118,鸿蒙版 App 获 8.0.18.34 尝鲜升级,IT之家,https://www.ithome.com/0/957/547.htm,2026-5-30,华为,今日在华为应用,发布,8.0.18.34,2026-05-30,5,OptimizedRegexExtractor
